CGN	-0.14370751128278061
HSPG2	-0.14233011989659913
LAMB1	-0.14787573972052812
TF	-0.15226887521800966
ADAM9	-0.14560902394394534
LAMC1	-0.14648444334302388
IBSP	-0.14971414970883182
FGA	-0.15103072292856265
LAMA2	-0.14146775270903525
THBS1	-0.14847133064434986
CCL20	0.13649986913940082
CALM1	0.10157724296861212
RGMB	-0.14693544995774288
KITLG	-0.14401420161424616
THBS2	-0.14348702555131335
CALM3	0.14996523741272805
SST	-0.15918152502776822
LAMA5	-0.1510863522056891
LIN7C	-0.14974923218236316
MADCAM1	-0.1419159966845314
CTGF	-0.14391580155436046
CCL11	-0.14621290808193224
VCAN	-0.14295096516109315
EDIL3	-0.13996464930773808
MMP1	-0.1475947171167795
COL1A1	-0.1408749686563466
PDGFD	-0.13836732929804288
MDK	-0.13772784965254553
APOB	-0.1368951644804872
NID1	-0.1426759508777453
LTF	-0.146359347488002
COL4A6	-0.14700257256169966
BMP6	-0.15147075775486946
FBN1	-0.14629066067236818
SORBS1	-0.147601308805987
SERPINE1	-0.1477812591728788
FST	-0.15339015999144243
GDNF	-0.1404014520278184
L1CAM	-0.1491405148702584
COL6A3	-0.14120584822664878
CCL21	-0.1429527433698153
TFPI	-0.1370088810878946
SHH	-0.13847915347731413
C4BPA	-0.14491534258430278
SCT	-0.1436676279097723
CELA3B	-0.14187069829481147
GS	-0.1398938105762789
SERPI1	-0.1519855786069613
LAMA4	-0.15522612013526593
FGB	-0.14511710756936352
ADAM17	-0.14018690684237564
PF4	-0.14071281630071394
LAMC2	-0.13942185772397017
CD55	-0.14031831345366652
IL4	-0.1479937228042226
TGFBR1	-0.14370751128278061
ITGB1	-0.14624019197305982
TFRC	-0.15226887521800966
ITGAV	-0.14824032814690583
SDC4	-0.141147051012881
CCR6	0.13649986913940082
TRPC5	0.1396984579526649
BMPR2	-0.14969491795155423
KIT	-0.14401420161424616
ITGA4	-0.14251268094200734
KCNQ1	0.14602013787113038
SCN10A	0.05392117780458221
SSTR3	-0.15918152502776822
ITGA1	-0.1412947697843562
ABCA1	-0.14974923218236316
LRP1	-0.1460026295832529
CCR3	-0.14621290808193224
SELP	-0.14295096516109315
ITGA2	-0.14859368177221904
PDGFRA	-0.13836732929804288
CD44	-0.13719278156621573
LRP6	-0.1368951644804872
ITGA6	-0.14535309412296304
RET	-0.1404014520278184
EPHB2	-0.1491405148702584
CCR7	-0.1429527433698153
PTCH1	-0.13847915347731413
VIPR2	-0.1436676279097723
CHRM3	-0.14187069829481147
VIPR1	0.13807199259173877
ADCY7	-0.1398938105762789
ITGB3	-0.14149608489176257
PLAUR	-0.15989157149304753
LDLR	-0.14071281630071394
LRP5	-0.13877825018668352
CD97	-0.14031831345366652
ITGA3	-0.1414966203246105
IL4R	-0.15766438891196688
IL13RA1	-0.13832305669647832
ITGB6	-0.14444889475575184
