LAMB1	-0.085776331955494625
AMELY	-0.16937504448533675
SERPINE2	-0.14906552385648822
LAMC2	-0.13956576485536359
TNFSF13	0.14961921755343036
IF6	-0.1424681416904382
B2M	0.14511787272949231
AMELX	-0.17026831388505104
CALM1	0.14812776604614744
EREG	-0.14212949788877763
CD55	-0.08304258333768183
ADAM9	0.15149789007687164
PTMA	0.053172327963399046
EFNB1	0.12142183100734912
FASLG	0.1449585386130777
CDH1	0.045968279022703291
HLA-B	0.14178689928213664
UBA52	-0.14695841384824454
IL7	0.19521345406908391
VEGFA	-0.15305438718667921
MLLT4	-0.063161043892226557
ADAM17	-0.14211417687799169
BMP10	-0.13616278606333479
PSEN1	-0.14959892203199907
CGN	-0.16106219976944883
DUSP18	0.10472392534164909
TNFSF10	0.14120420230428216
RBP3	0.14285764567085624
PF4	0.11858498793709024
LGALS3BP	0.14409268825184121
HSP90B1	0.13415890873198177
LIF	0.14854978994790938
APP	0.13668452803054226
ADAM28	0.14791053023249995
IFNG	0.14012825820747615
LRPAP1	0.13962188686185434
TGFB3	-0.26845311008373274
FARP2	-0.14346064317240464
L1CAM	-0.15136217089676893
GDF2	-0.10551763055044593
C4BPA	-0.13589477708170572
SEMA3A	-0.14463604351322726
TNFSF11	-0.13201796916343822
COL1A2	-0.15138219732254196
THBS1	-0.13021383015084867
AGRN	-0.13782176393953965
COL6A3	-0.13596825670220344
BMP15	-0.046296787847825066
EF3	-0.17690609959434317
COL4A1	-0.14626802270929179
APOE	-0.13696320629626757
SERPINE1	-0.13853011615879054
MMP9	-0.0033977425039525555
VWF	-0.13082320011759793
LAMB3	-0.1384552172697075
CTGF	-0.14235936193299009
THBS2	-0.14103124897211169
TIMP2	-0.1362646753145163
COL5A1	-0.13713854936870151
BMP4	-0.022493761494280735
PLAU	-0.13731811699453428
DKK1	-0.13901085898824031
ADAM2	-0.14358271106217899
IL4	-0.086083251693728324
TNFSF9	0.13517995217582282
IL1A	0.14032136293670189
CALM2	0.15142425632347647
IL1B	0.1376942467485005
CALM3	0.15392596862334032
PDGFA	-0.13941578152588982
FGF4	0.089966944018673278
COL7A1	-0.13150520298588397
SPINT1	-0.0634149981408195
PTDSS1	-0.069310424822878192
GZMB	0.25904111721279044
MFI2	-0.21041193591782842
IL2	-0.22100314389715758
CXCL2	0.14070401821820308
COL2A1	-0.21960706550249237
FGF21	0.14234508585580824
PMCH	0.13866890385675246
CXCL3	0.14260253938220835
IL8	0.13843936534374576
YARS	0.13127757489228892
CCL20	0.13902999542931363
CXCL1	0.15835949701575902
FGF6	0.062171113426013246
EF1	-0.14023774419712226
COL5A2	-0.13788107492500934
COL1A1	-0.13912590654435456
COL6A2	-0.13204894616128782
PLAT	-0.1418634996283451
C6orf15	-0.14552998468584485
SEMA5A	-0.13870378908965195
MFGE8	-0.13471921721996039
F9	-0.13686742371083394
SEMA3C	-0.13162942550005274
SEMA4D	-0.13283080068842404
CCL24	0.14607904287242909
HLA-C	0.13112971089851064
LTA	0.13447195664649514
HAS2	0.27773748105261531
CXCL10	0.14658853985578962
IGF2	-0.13756167849060405
JAG1	-0.134989170356476
ADAM15	-0.13310878432210338
IF17	-0.13062576514791072
MFAP2	-0.14023240564968323
ICAM1	-0.13263520508225612
FGA	-0.13176681946974325
PPBP	-0.13404844712327516
IF21	-0.13303271245769571
IF1	-0.13849284896922098
GS	-0.13512796609207789
SCT	-0.15559538886944957
INHBA	-0.14143017092092044
EF4	-0.13472138821287835
TNF	0.13422685030439593
NPY	-0.15763568651586954
TDGF1	-0.13180042291787858
TIMP1	0.13285345125015915
COL3A1	-0.037993119858276386
TNC	-0.13311002830348503
FBN1	-0.13230447491902261
HLA-E	-0.13521851691477263
IHH	-0.131094450823474
LAMA5	-0.13431910193795313
EFNB2	-0.27098427693955723
FCN2	-0.13230734833087171
ITGA2	-0.08927748866244499
LAMP1	-0.16973467242548151
LRP1	-0.1450534506468571
FAS	0.14937777544004197
IFR2	-0.13922054266624881
CD3D	0.14387180711029923
ERBB3	-0.14273681144272876
CR1	-0.13264104879693048
ITGA6	0.14103652352953561
TFRC	0.13365293108859072
VIPR1	0.095079027608545669
KCNN4	0.14759227997524949
KCNQ1	0.14878226993247645
EPHB2	-0.041200738041790828
CD1B	0.14105948299888005
ITGAE	0.13909806192140386
CANX	0.14178689928213664
TGFBR2	-0.1656898494666032
IL2RG	0.074214912570604016
ITGB1	-0.11878426747900614
F11R	-0.14363799317039447
NOTCH1	-0.088144513141215436
ACVR2A	0.04372556324254321
TNFRSF10B	0.14222590685890871
SELL	0.13027459027337548
PROCR	0.14206827449747456
VANGL1	0.14409268825184121
TLR4	0.13415890873198177
IL6ST	0.14854978994790938
CD74	0.13620166911742337
ITGA4	0.0042084714741480178
HMMR	0.14767982056529269
IFNGR1	0.14012825820747615
SORL1	0.1487945910819225
HLA-F	0.14043369759304444
PLX3	-0.14388096640299988
BMPR2	-0.13953245110549103
TNFRSF11B	-0.13142058464051809
PLX2	-0.13801797843967745
MUSK	-0.13782176393953965
PVRL1	-0.13122286484437609
LRP5	-0.14474744097849784
ITGA5	-0.14185706104853879
CD3G	0.1464126023578616
EPHA7	-0.14674551213641363
EMR2	-0.13166891688354196
IGF2R	-0.088438978508460359
PLAUR	-0.14257144470590613
NRXN3	-0.13268763562074457
ITGA3	-0.19238803745592031
CD97	-0.074857183420589418
LDLR	0.097794514144804362
TNFRSF14	0.14389557759460764
TRAF2	0.13359990787776468
IL1R2	0.1390078048426012
EPHB3	0.15061092752825816
TNFRSF10A	0.13814393031717478
PDGFRB	-0.13752173132750345
TNFRSF10D	0.13809551354945362
IL4R	-0.14210689724414852
ST14	-0.086119779524086879
FGFR4	0.096098200137718248
KIR2DL3	0.13442724594384098
KIR2DL1	0.137246476651085
NRP2	-0.1450786553024509
SCARB1	-0.042868325942164671
PGRMC1	0.3215253970994183
EPHB4	0.12431249181498678
EPHB1	0.13179827721370016
XCR1	0.13258825895241685
SCN10A	0.14553064134979141
LRP8	0.13160270611018415
MCHR2	0.13866890385675246
PPAPDC2	0.13934613701178056
MYLK2	0.13882091622245291
CXCR1	0.1441270034220363
KLRD1	0.14054556509512472
SLC45A3	0.14190854849373954
CCR6	0.13902999542931363
TNFRSF9	0.13675999647388093
ERBB2	-0.14100644438735152
EPHA2	-0.18252993697886608
CD247	0.14914054257131432
IL7R	0.16016919012033307
CXCR2	-0.00029791881557544864
TNFRSF6B	0.14381998138576649
DDR1	-0.14043526403285431
PVRL2	-0.13949750928654947
MET	-0.13811649024952918
EGFR	-0.14062019898461708
EPHA1	-0.14153319741714174
CCR2	0.14607904287242909
BMPR1A	0.15619086197825674
CXCR3	0.13955254732846523
PLX4	-0.13754884849431126
